"UNIQUE_ID","YEAR","UID","SITE_ID","VISIT_NO","LAT_DD83","LON_DD83","DATE_COL","DSGN_CYCLE","AG_ECO9","COMID","HUC2","WGT_CAT","WGT_TP","vpu_use","FISH_PROTOCOL","SAMPLED_FISH","CHLORIDE_RESULT","SULFATE_RESULT","COND_RESULT","DOC_RESULT","NTL_RESULT","PTL_RESULT","PH_RESULT","TURB_RESULT","PFC_ALG","PFC_AQM","PFC_BRS","PFC_LWD","PFC_LVT","PFC_OHV","PFC_RCK","PFC_UCB","XCMGW","RPVDEP","FCR","WSAREASQKM","TMEAN_S","PSUMPY"
"NRS_CO-10327","2013",1003149,"CORM-1003",1,37.1081866805802,-107.044910091318,"09/19/2013","2013-14","WMT",17034535,"H14","WMT_GE5",104.033732617587,"15","LG_NONWADEABLE","NO-<20 CW SAMPLED,<500 INDIV",1.424,13.643,107.8,4.29,0.619,805,7.74,120.55,0.909090909090909,0.909090909090909,0.727272727272727,0.272727272727273,1,1,0.545454545454545,0.0909090909090909,1.04318181818182,0.273151504000058,8,1438.0317,15.67257066,554.725914
"NRS_CO-10328","2014",1003750,"CORM-1004",1,40.5153294299408,-107.235986897817,"06/20/2014","2013-14","XER",1353028,"H14","XER_GE5",187.806748829036,"15","LG_NONWADEABLE","YES-SUFFICIENT",0.849,6.309,67.8,4.26,0.218,47,7.62,4.17,1,0.545454545454545,0.818181818181818,0.181818181818182,0.454545454545455,0.818181818181818,0.0909090909090909,0.181818181818182,1.04545454545455,1.19234735071141,8,3771.5418,15.29025565,687.7634944
"NRS_CO-10328","2018",2013225,"NRS18_CO_10026",1,40.5153294299408,-107.235986897817,"08/08/2018","2018-19","XER",1353028,"H14","CO_RV_XER_Include",108.033050307236,"15","LG_NONWADEABLE","",9.891,35.44,310.2,4.14,0.338,42.414,8.71,1.64,1,0.272727272727273,0.818181818181818,0.181818181818182,0.454545454545455,0.454545454545455,0.181818181818182,0.181818181818182,0.378409090909091,0.248948581197255,8,3771.5418,16.96691424,717.4762555
"NRS_CO-10329","2014",1004429,"CORM-1005",1,39.0738347560132,-108.419743194435,"08/22/2014","2013-14","XER",3179700,"H14","XER_GE5",187.806748829036,"15","LG_NONWADEABLE","YES-SUFFICIENT",127.956,107.236,885,2.78,0.264,47,8.46,17.09,0.636363636363636,0.272727272727273,0.181818181818182,0,0,0.0909090909090909,0.0909090909090909,0,0.393181818181818,0.267780991786418,5,22626.8883,15.47879356,490.1115614
"NRS_CO-10329","2018",2013000,"NRS18_CO_10071",1,39.0738347560132,-108.419743194435,"07/23/2018","2018-19","XER",3179700,"H14","CO_RV_XER_Include",108.033050307236,"15","","",167.318,127.085,1050.9,3.25,0.406,43.119,8.46,19.9,0.181818181818182,0.0909090909090909,0.272727272727273,0,0,0,0.454545454545455,0,0.652272727272727,0.210945778815106,4,22626.8883,17.01716036,530.1493663
"NRS_CO-10331","2014",1003812,"CORM-1007",1,40.4879879376231,-108.755139865869,"06/24/2014","2013-14","XER",3112135,"H14","XER_GE5",187.806748829036,"15","LG_NONWADEABLE","YES-SUFFICIENT",2.292,19.639,151.7,4.07,0.098,68,8.03,10.24,0,0,0,0,0,0,0.818181818181818,0,0.597727272727273,1.7303680700872,1,20594.853,17.86681212,424.0568095
"NRS_CO-10331","2019",2014123,"NRS18_CO_10072",1,40.4879879376231,-108.755139865869,"07/15/2019","2018-19","XER",3112135,"H14","CO_RV_XER_Include",108.033050307236,"15","","",3.143,24.165,187.4,3.62,0.213,71.1,8.2,17.96,0,0.454545454545455,0.454545454545455,0,0.818181818181818,0.272727272727273,0.909090909090909,0,0.711363636363636,0.215017168194956,5,20594.853,18.979275,443.2885892
"NRS_CO-10333","2014",1003603,"CORO-1032",1,38.6961953346594,-104.711542545047,"06/09/2014","2013-14","SPL",1530127,"H11","SPL_GE5",436.231341490223,"11","LG_WADEABLE","YES-SUFFICIENT",53.248,139.673,705,4.75,3.969,492,8.22,31.9,0,0,0.181818181818182,0.454545454545455,0,0.181818181818182,0,0,0.246590909090909,8.05232373312162,3,1352.8152,17.70758787,205.6366558
"NRS_CO-10333","2018",2013055,"NRS18_CO_10021",1,38.6961953346594,-104.711542545047,"07/27/2018","2018-19","SPL",1530127,"H11","CO_RV_SPL_Include",112.964182179926,"11","LG_WADEABLE","YES-SUFFICIENT",39.327,106.924,581.4,4.53,2.919,808.6,8.08,337,0,0,0.833333333333333,0,0.25,0.833333333333333,0.666666666666667,0.0833333333333333,0.291666666666667,22.2665105681312,5,1352.8152,18.42634621,482.059345
"NRS_CO-10334","2014",1004869,"CORO-1033",1,40.3453687031679,-104.875588571132,"08/25/2014","2013-14","SPL",14978,"H10L","SPL_GE5",436.231341490223,"10L","SM_WADEABLE","YES-SUFFICIENT",20.874,355.539,1066,5.32,2.31,359,8.05,26.8,0.181818181818182,0.636363636363636,0.818181818181818,0.181818181818182,0.1,0.727272727272727,0.0909090909090909,0.272727272727273,0.522727272727273,16.4469964092057,8,1592.2035,17.06595466,399.3127083
"NRS_CO-10335","2014",1003930,"CORO-1034",1,40.1162851413937,-108.281950911592,"07/11/2014","2013-14","XER",1341738,"H14","XER_GE5",244.229379586327,"15","LG_NONWADEABLE","YES-SUFFICIENT",4.314,92.211,470,2.43,0.22,73,8.49,3.61,1,0,0.363636363636364,0,0,0.818181818181818,0.454545454545455,0.363636363636364,0.411363636363636,0.276008545365402,5,4663.0629,17.37555226,435.4117383
"NRS_CO-10336","2014",1003615,"CORO-1035",1,38.3501333083229,-104.611143106581,"06/10/2014","2013-14","SPL",1532161,"H11","SPL_GE5",436.231341490223,"11","LG_WADEABLE","NO->20 CW SAMPLED,<500 INDIV",69.753,227.205,975,2.68,2.763,537,8.35,20.97,0.727272727272727,0.636363636363636,0.727272727272727,0.545454545454545,0,0.727272727272727,0.363636363636364,0,0.460227272727273,6.32857352015841,6,2355.1803,19.15702401,172.0236992
"NRS_CO-10336","2018",2013059,"NRS18_CO_10070",1,38.3501333083229,-104.611143106581,"07/27/2018","2018-19","SPL",1532161,"H11","CO_RV_SPL_Include",112.964182179926,"11","LG_WADEABLE","YES-SUFFICIENT",47.125,166.565,762.6,3.88,3.913,4351.7,8.13,4230,0,0,1,0.636363636363636,0.727272727272727,0.909090909090909,0,0.0909090909090909,0.448863636363636,9.30641147976537,5,2355.1803,19.92544859,466.0284345
"NRS_CO-10337","2014",1003690,"COSS-1095",1,40.6498079057906,-106.923578662561,"06/17/2014","2013-14","WMT",1354030,"H14","WMT_SS",1270.59967492182,"15","SM_WADEABLE","YES-SUFFICIENT",0.533,3.132,126.2,3.7,0.354,84,7.96,2.12,0,0.0909090909090909,0.545454545454545,0.363636363636364,0,0.909090909090909,0.181818181818182,0.181818181818182,0.807954545454545,3.30142786826818,6,1.0269,16.15514946,561.9731445
"NRS_CO-10339","2013",1002522,"COSS-1097",1,39.8866702034677,-104.931079716789,"07/30/2013","2013-14","SPL",229537,"H10L","SPL_SS",504.881403025545,"10L","SM_WADEABLE","YES-SUFFICIENT",130.903,538.99,1776,8.2,1.634,144,8.11,17.65,0.909090909090909,0.727272727272727,0.545454545454545,0.0909090909090909,0.0909090909090909,1,0.636363636363636,0.727272727272727,0.419318181818182,6.47436585651683,8,19.4562,23.11129286,263.5054659
"NRS_CO-10339","2018",2012986,"NRS18_CO_10016",1,39.8866702034677,-104.931079716789,"07/22/2018","2018-19","SPL",229537,"H10L","CO_SS_SPL_Include",371.100141195145,"10L","SM_WADEABLE","",208.24,959.086,2825.4,8.01,2.119,144.248,8.06,32.55,0.0909090909090909,0,0.818181818181818,0.0909090909090909,0.636363636363636,0.909090909090909,0.636363636363636,0.818181818181818,0.377272727272727,9.02658859575802,7,19.4562,23.04418231,406.0381098
"NRS_CO-10341","2013",1002320,"COSS-1099",1,40.7496732984937,-105.8520428398,"07/11/2013","2013-14","WMT",17497463,"H10L","WMT_SS",1270.59967492182,"10L","SM_WADEABLE","YES-SUFFICIENT",0.184,1.961,62.9,2.28,0.124,48,7.68,0.01,0.727272727272727,0.0909090909090909,0.727272727272727,0.272727272727273,0,1,1,0.727272727272727,1.07840909090909,9.69235002727638,7,23.1228,13.43702725,565.2551471
"NRS_CO-10341","2018",2013272,"NRS18_CO_10017",1,40.7496732984937,-105.8520428398,"08/15/2018","2018-19","WMT",17497463,"H10L","CO_SS_WMT_Include",1859.50441278005,"10L","SM_WADEABLE","YES-SUFFICIENT",0.271,1.595,80.5,1.26,0.103,14.513,7.95,0.64,0,0,0.818181818181818,0.363636363636364,0.454545454545455,1,1,0.636363636363636,1.12613636363636,8.43591426503421,6,23.1228,13.03850766,742.4437759
"NRS_CO-10346","2014",1004527,"COSS-1104",1,37.5990547082121,-107.258604374713,"09/03/2014","2013-14","WMT",17029408,"H14","WMT_SS",1270.59967492182,"15","SM_WADEABLE","YES-SUFFICIENT",0.019,0.611,41.4,1.87,0.169,32,7.14,0.01,0,0.363636363636364,0.454545454545455,0,0,1,0.909090909090909,0,0.370454545454545,6.93829511169434,4,3.7458,11.40547249,748.2086404
"NRS_CO-10349","2014",1004832,"COSS-1107",1,40.4141104660928,-104.993698863022,"07/15/2014","2013-14","SPL",14930,"H10L","SPL_SS",504.881403025545,"10L","LG_NONWADEABLE","YES-SUFFICIENT",7.303,76.598,316,5.05,0.541,70,8.15,10.6,1,0,0,0,0,1,1,0.0909090909090909,0.122727272727273,0.231321235426343,4,45.6831,21.51193409,229.1519203
"NRS_CO-10349","2018",2013009,"NRS18_CO_10063",1,40.4141104660928,-104.993698863022,"07/24/2018","2018-19","SPL",14930,"H10L","CO_SS_SPL_Include",371.100141195145,"10L","SM_WADEABLE","YES-SUFFICIENT",9.271,75.401,363.1,4.66,0.53,70.84,8.11,20.53,0,0,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0,0.261363636363636,6.89152775222485,4,45.6831,21.9829117,355.9989237
"NRS_CO-10351","2013",1003158,"COSS-1109",1,38.7693325473687,-106.458898552665,"09/23/2013","2013-14","WMT",1333232,"H14","WMT_SS",1270.59967492182,"15","SM_WADEABLE","YES-SUFFICIENT",0.248,7.165,138.8,0.53,0.201,25,7.98,2.37,0.0909090909090909,0,1,0.818181818181818,0.909090909090909,1,0,1,1.32613636363636,1.9315199276138,6,1.89,11.48560112,567.2758007
"NRS_CO-10351","2019",2013901,"NRS18_CO_10064",1,38.7693325473687,-106.458898552665,"06/25/2019","2018-19","WMT",1333232,"H14","CO_SS_WMT_Include",1859.50441278005,"15","SM_WADEABLE","",0.31,6.017,122.9,0.93,0.139,8.344,8.04,1.18,0,0,1,0.545454545454545,0.727272727272727,0.181818181818182,0.818181818181818,1,1.00795454545455,3.29451966078651,6,1.89,11.81489093,721.1466917
"NRS_CO-10353","2014",1003716,"COSS-1111",1,40.1696155717918,-106.567261183064,"06/18/2014","2013-14","WMT",1231319,"H14","WMT_SS",1270.59967492182,"15","SM_WADEABLE","YES-SUFFICIENT",0.208,3.601,50.6,9.95,0.349,70,7.41,8.53,0,0.818181818181818,0.0909090909090909,0.272727272727273,0,0.727272727272727,0.2,0.545454545454545,0.775,12.8188041038721,6,38.0241,12.19021058,699.5931115
"NRS_CO-10353","2019",2013952,"NRS18_CO_10065",1,40.1696155717918,-106.567261183064,"06/28/2019","2018-19","WMT",1231319,"H14","CO_SS_WMT_Include",1859.50441278005,"15","SM_WADEABLE","",0.633,9.489,68,7.07,0.299,34.975,7.47,4.2,0.727272727272727,0,0.636363636363636,0,0.818181818181818,1,0.181818181818182,0.818181818181818,0.481818181818182,16.5377891935976,6,38.0241,13.65784574,665.7294653
"NRS_CO-10356","2014",1003723,"COSS-1114",1,39.1575308955283,-107.797326744477,"06/18/2014","2013-14","WMT",3181220,"H14","WMT_SS",1270.59967492182,"15","SM_WADEABLE","YES-SUFFICIENT",0.265,2.706,123.7,7.06,0.243,44,8.03,1.56,0,0,1,0.272727272727273,0.0909090909090909,0.909090909090909,1,0.454545454545455,1.26931818181818,6.90576753472567,6,9.0603,12.32675316,694.7052167
"NRS_CO-10357","2014",1004868,"COSS-1115",1,40.502909420715,-105.923308171982,"08/26/2014","2013-14","WMT",15998932,"H10L","WMT_SS",1270.59967492182,"10L","SM_WADEABLE","YES-SUFFICIENT",0.519,18.158,126.9,1.1,0.184,14,7.89,0.33,0,0,0.636363636363636,0.727272727272727,0,0.818181818181818,1,0.0909090909090909,1.0875,6.87878333058149,5,26.2611,10.94187025,902.0095919
"NRS_CO-10358","2013",1002643,"CORF-0001",1,40.1308133072876,-105.767378281966,"08/06/2013","2013-14","WMT",1234509,"H14","NONE",0,"15","SM_WADEABLE","YES-SUFFICIENT",0.077,1.927,32.8,1.19,0.063,16.5,7.44,0.01,0.545454545454545,0.545454545454545,0.909090909090909,0.272727272727273,0.363636363636364,0.727272727272727,1,0.363636363636364,0.336363636363636,6.14083008418139,8,15.4962,12.53323378,802.1577763
"NRS_CO-10359","2014",1003888,"CORF-0002",1,39.5646043463456,-108.500800302794,"07/09/2014","2013-14","XER",1254232,"H14","NONE",0,"15","SM_WADEABLE","YES-SUFFICIENT",2.134,76.335,676,2.53,0.383,45,8.52,1.28,0,1,1,0.454545454545455,0.272727272727273,1,0.818181818181818,0.272727272727273,0.752272727272727,6.7073761886491,7,59.3181,18.08746668,311.8135548
"NRS_CO-10360","2014",1003854,"CORF-0003",1,38.7106304769294,-108.276501958564,"07/07/2014","2013-14","XER",3231845,"H14","NONE",0,"15","SM_WADEABLE","YES-SUFFICIENT",11.998,81.888,580,3.55,1.043,26,8.53,3.37,1,0,1,0.0909090909090909,0.454545454545455,1,0.727272727272727,0.545454545454545,0.220454545454545,21.4699938889142,7,386.1315,18.12679169,407.7895977
"NRS_CO-10361","2014",1003907,"CORF-0004",1,39.5095861609514,-108.525297905468,"07/10/2014","2013-14","XER",1254054,"H14","NONE",0,"15","SM_WADEABLE","YES-SUFFICIENT",2,96.95,674,3.39,0.214,49,8.63,2.69,0,0.818181818181818,0.454545454545455,0,0.818181818181818,1,0.727272727272727,0.0909090909090909,0.842045454545455,12.2367175370571,6,89.4906,18.52176543,317.7299992
"NRS_CO-10362","2014",1003866,"CORF-0005",1,38.6368581068112,-108.418599904701,"07/08/2014","2013-14","XER",3232013,"H14","NONE",0,"15","SM_WADEABLE","YES-SUFFICIENT",1.457,4.725,334,1.42,0.214,29,8.44,5.9,0.818181818181818,1,0.909090909090909,0,0.272727272727273,1,0.818181818181818,0.545454545454545,0.529545454545455,24.9725973418135,7,96.6933,17.27205001,429.4971374
"NRS_CO-10364","2018",2012894,"NRS18_CO_10028",1,37.9682966534887,-108.25347542041,"07/15/2018","2018-19","WMT",18377300,"H14","CO_SS_WMT_Include",1859.50441278005,"15","SM_WADEABLE","YES-SUFFICIENT",0.767,28.573,118.3,8.06,2.059,569.805,7.16,363,0,0,0,0,0,0.818181818181818,0,0.454545454545455,0.423863636363636,4.1272642691089,2,9.0315,18.23683717,372.0947749
"NRS_CO-10369","2018",2013056,"NRS18_CO_10033",1,39.5646374686745,-104.289096688938,"07/26/2018","2018-19","SPL",4056025,"H10L","CO_LS_SPL_Include",203.833486677352,"10L","SM_WADEABLE","",10.242,665.566,1713.9,2.89,0.206,16.998,8.12,3.06,1,0,0.636363636363636,0.0909090909090909,0,1,0,0.272727272727273,0.431818181818182,6.51162939268878,5,587.1285,20.71472611,495.8579238
"NRS_CO-10370","2018",2013245,"NRS18_CO_10034",1,39.1136859120679,-107.978535161948,"08/09/2018","2018-19","WMT",3181222,"H14","CO_LS_WMT_Include",634.054163477127,"15","","",0.272,1.553,126.1,1.12,0.13,83.816,8.18,2.75,0,0.846153846153846,1,0.384615384615385,0.846153846153846,0.923076923076923,1,0.615384615384615,0.803846153846154,5.24562492944154,7,31.5828,14.94993932,682.2822255
"NRS_CO-10378","2018",2013269,"NRS18_CO_10042",1,39.4989110365957,-105.086518572488,"08/14/2018","2018-19","SPL",191411,"H10L","CO_RV_SPL_Include",112.964182179926,"10L","LG_WADEABLE","YES-SUFFICIENT",24.824,51.161,354.4,2.17,0.353,10.999,8.28,2.05,0.545454545454545,0.181818181818182,0.727272727272727,0.545454545454545,1,1,0.363636363636364,0.6,0.744318181818182,30.5448474324247,8,6813.8469,14.93733239,473.5257768
"NRS_CO-10382","2018",2013088,"NRS18_CO_10046",1,37.0231192187461,-107.167195183481,"07/30/2018","2018-19","WMT",17034661,"H14","CO_RV_WMT_Include",234.128691538357,"15","LG_NONWADEABLE","YES-SUFFICIENT",6.287,65.58,360.2,2.47,0.301,72.953,8.42,25.5,0,0,0.909090909090909,0,0.0909090909090909,0.363636363636364,0.909090909090909,0.0909090909090909,0.756818181818182,0.435839285774508,5,2873.9754,17.47019751,506.8070735
"NRS_CO-10384","2019",2014122,"NRS18_CO_10048",1,40.4704455497612,-108.566725308352,"07/14/2019","2018-19","XER",3111183,"H14","CO_RV_XER_Include",108.033050307236,"15","LG_NONWADEABLE","",3.171,24.159,187.5,3.69,0.218,74.643,8.13,19.23,0,0.636363636363636,0.636363636363636,0,0.181818181818182,0.454545454545455,0.636363636363636,0,0.454545454545455,0.440900303225846,5,20383.8174,18.95066881,444.6424374
"NRS_CO-10447","2019",2013729,"NRS18_CO_10135",1,38.158166937382,-104.699868980841,"06/07/2019","2018-19","SPL",951491,"H11","CO_SS_SPL_Include",371.100141195145,"11","","",4.313,33.159,229,3.06,0.689,243.404,8.15,124,0.545454545454545,0.909090909090909,0.636363636363636,0,0.545454545454545,1,0.272727272727273,0.818181818181818,0.213636363636364,10.989260217256,7,23.0661,24.10297513,300.3999892
"NRS_CO-10449","2018",2013426,"NRS18_CO_10224",1,38.8012729053296,-105.169768660319,"09/04/2018","2018-19","WMT",947137,"H11","CO_SS_WMT_Include",1859.50441278005,"11","SM_WADEABLE","YES-SUFFICIENT",4.009,7.277,111,2.15,0.388,15.518,7.83,2.09,0.0909090909090909,0,0.909090909090909,0,0.818181818181818,0.909090909090909,0.636363636363636,0.909090909090909,1.10227272727273,4.54562958633831,6,9.7515,14.80258911,555.2733799
"NRS_CO-10451","2018",2012969,"NRS18_CO_10374",1,39.2859439915892,-108.833578353218,"07/17/2018","2018-19","XER",3177592,"H14","CO_SS_XER_Include",687.496943267325,"15","","",161.754,110.792,998.1,2.48,0.331,85.68,8.47,44.64,0,0,0,0,0,0.454545454545455,0,0,0,5.29859229571436,1,0.9207,26.06549263,204.8860626
"NRS_CO-10475","2019",2013880,"NRS18_CO_10398",1,38.2233276990406,-108.352529156074,"06/24/2019","2018-19","XER",18375920,"H14","CO_SS_XER_Include",687.496943267325,"15","","",1.594,44.862,240.3,2.55,0.241,79.944,8.07,22.84,0,0,0.454545454545455,0,0.909090909090909,1,0.454545454545455,0.909090909090909,0.35,14.008551003113,5,16.0596,21.59671978,277.8951438
"NRS_CO-10476","2018",2013074,"NRS18_CO_10523",1,38.1432187627657,-104.637091510955,"07/29/2018","2018-19","SPL",951583,"H11","CO_LS_SPL_Include",203.833486677352,"11","SM_WADEABLE","YES-SUFFICIENT",13.163,236.156,788.5,5.52,1.134,360.234,8.22,966,0.0909090909090909,0,0.818181818181818,0.181818181818182,0.181818181818182,0.909090909090909,0,0.272727272727273,0.265909090909091,16.5211377937047,6,555.3792,19.38562406,556.5996834
"NRS_CO-10479","2018",2012923,"NRS18_CO_10825",1,37.3507602766532,-108.295736506151,"07/16/2018","2018-19","XER",16963139,"H14","CO_LS_XER_Include",579.53731991865,"15","SM_WADEABLE","YES-SUFFICIENT",2.683,108.57,433.5,2.23,0.323,77.805,8.26,44.63,0,0.0909090909090909,0.636363636363636,0.181818181818182,0.363636363636364,1,0.181818181818182,1,0.168181818181818,9.68926423619053,7,61.4052,18.44606105,345.0832882
"NRS_CO-10481","2018",2013130,"NRS18_CO_10974",1,37.6658283789822,-104.232273542141,"08/02/2018","2018-19","SPL",982565,"H11","CO_RV_SPL_Include",112.964182179926,"11","SM_WADEABLE","",16.145,878.911,1947.2,2.99,0.548,20.618,7.87,8.06,0,0,0.727272727272727,0,0.272727272727273,0.818181818181818,0,0.363636363636364,0.286363636363636,28.7124206350724,4,1530.846,21.43382173,504.6760738
"NRS_CO-10482","2018",2013080,"NRS18_CO_10975",1,38.0623777846736,-104.411097198609,"07/30/2018","2018-19","SPL",1422686,"H11","CO_RV_SPL_Include",112.964182179926,"11","SM_WADEABLE","YES-SUFFICIENT",26.395,638.533,1584.9,7.85,1.583,886.888,8.38,671,0,0.0909090909090909,0.454545454545455,0.0909090909090909,0,0.636363636363636,0,0,0.332954545454545,2.57127667466086,4,4388.2371,19.85383594,454.9856695
"NRS_CO-10484","2018",2013239,"NRS18_CO_10977",1,40.5799649844491,-105.056272236704,"08/13/2018","2018-19","SPL",2900003,"H10L","CO_RV_SPL_Include",112.964182179926,"10L","LG_WADEABLE","YES-SUFFICIENT",9.514,18.338,194.2,2.86,0.514,56.878,7.98,2.77,0.25,0,0.75,0.166666666666667,0.666666666666667,0.916666666666667,0.333333333333333,0.416666666666667,0.669791666666667,40.9493452681838,7,2976.0723,16.26252667,561.3886115
"NRS_CO-10486","2018",2012980,"NRS18_CO_11124",1,39.6440598158494,-107.019268404769,"07/22/2018","2018-19","WMT",1318658,"H14","CO_RV_WMT_Include",234.128691538357,"15","","",118.835,170.718,968.6,1.76,0.676,82.918,8.37,3.17,0.454545454545455,0.818181818181818,0.909090909090909,0,0.181818181818182,0.545454545454545,0.181818181818182,0.272727272727273,0.4875,0.346468145641962,7,2490.5727,15.81621158,544.9135713
"NRS_CO-10488","2018",2013159,"NRS18_CO_11274",1,37.9574160947384,-108.84101288852,"08/04/2018","2018-19","XER",18383311,"H14","CO_RV_XER_Include",108.033050307236,"15","LG_WADEABLE","YES-SUFFICIENT",48.792,26.273,441.9,4.98,0.405,39.968,8.4,26.17,0.75,0,0.75,0.0833333333333333,0,1,0.916666666666667,0,0.775,12.3139958546406,5,2676.4416,17.53955008,395.3370165
"NRS_CO-10490","2018",2012867,"NRS18_CO_11276",1,40.7357903767168,-108.780519963683,"07/11/2018","2018-19","XER",3416492,"H14","CO_RV_XER_Include",108.033050307236,"15","SM_WADEABLE","",140.102,107.938,845.5,1.97,0.418,144.805,8.55,88.42,0.0909090909090909,0,0.909090909090909,0,0.272727272727273,1,0,0.818181818181818,0.359090909090909,13.7835559126478,5,2392.047,20.60600713,231.7025661
"NRS_CO-10492","2018",2013027,"NRS18_CO_11278",1,38.7136426958427,-109.009336212368,"07/24/2018","2018-19","XER",18369656,"H14","CO_RV_XER_Include",108.033050307236,"15","","",1077.63,471.1,4523.3,8.43,0.716,45.676,8.26,17.06,0.454545454545455,0,0.909090909090909,0,0.454545454545455,0.545454545454545,0.272727272727273,0.454545454545455,0.852272727272727,37.1141304613369,6,11313.9468,20.23172645,315.0345147
"NRS_CO-10493","2018",2013132,"NRS18_CO_11423",1,40.0410916442885,-104.825238980597,"08/01/2018","2018-19","SPL",225801,"H10L","CO_RV_SPL_Include",112.964182179926,"10L","LG_NONWADEABLE","YES-SUFFICIENT",122.454,156.697,1032.9,5.03,4.45,483.225,8.27,9.61,0.636363636363636,0,1,0.272727272727273,0.545454545454545,0.727272727272727,0.454545454545455,0.454545454545455,0.454545454545455,0.1378273142342,7,12638.4885,17.06593373,475.1190248
"NRS_CO-10494","2018",2013144,"NRS18_CO_11424",1,40.6550539411411,-103.168497733145,"08/02/2018","2018-19","SPL",3555512,"H10L","CO_RV_SPL_Include",112.964182179926,"10L","LG_NONWADEABLE","YES-SUFFICIENT",102.194,589.271,1866.6,3.28,2.788,209.275,8.29,13.9,1,0.454545454545455,0.636363636363636,0.181818181818182,0.454545454545455,0.818181818181818,0,0.0909090909090909,0.617045454545455,0.140969419202633,7,46230.8769,19.62740388,439.4700439
"NRS_CO-10495","2018",2013318,"NRS18_CO_11425",1,40.4535937797554,-103.396128659018,"08/19/2018","2018-19","SPL",3561718,"H10L","CO_RV_SPL_Include",112.964182179926,"10L","LG_NONWADEABLE","YES-SUFFICIENT",105.817,521.061,1737.5,3.78,3.363,330.281,8.34,14.38,0.454545454545455,0.363636363636364,0.727272727272727,0.272727272727273,0.272727272727273,1,0,0.181818181818182,0.415909090909091,0.144770751594983,7,43424.3493,19.50691304,443.6627476
"NRS_CO-10498","2018",2013045,"NRS18_CO_11725",1,38.7353559044631,-108.166967366333,"07/25/2018","2018-19","XER",3232749,"H14","CO_RV_XER_Include",108.033050307236,"15","LG_NONWADEABLE","YES-SUFFICIENT",7.31,294.571,880.2,3.25,1.544,136.963,8.31,49.74,0.454545454545455,0.545454545454545,0.818181818181818,0.0909090909090909,0.454545454545455,0.818181818181818,0.181818181818182,0.454545454545455,0.380681818181818,0.935318907283948,8,17594.4357,17.06182852,440.6991684
"NRS_CO-10499","2018",2012872,"NRS18_CO_RF001",1,40.07837,-105.58024,"07/11/2018","2018-19","WMT",2889120,"H10L","NONE",0,"10L","SM_WADEABLE","NO-SITE CONDITIONS",0.079,3.028,18.2,1.14,0.174,11.418,7.1,1.14,0.0833333333333333,0.166666666666667,0.5,0.833333333333333,0.916666666666667,0.916666666666667,1,0.666666666666667,0.603125,14.4443216073115,8,13.6179,10.95404539,1169.968084
"NRS_CO-10500","2018",2012837,"NRS18_CO_RF002",1,40.1307,-105.52889,"07/10/2018","2018-19","WMT",2889650,"H10L","NONE",0,"10L","SM_NONWADEABLE","NO-SITE CONDITIONS",0.067,3.711,30,0.86,0.151,6.966,7.36,0.67,0,0.0909090909090909,0.909090909090909,0.545454545454545,0.454545454545455,1,1,0.545454545454545,0.7375,20.8272560999884,7,45.7254,12.54754908,1072.657971
"NRS_CO-10501","2018",2013381,"NRS18_CO_RF003",1,38.02054,-105.68095,"08/27/2018","2018-19","WMT",17887816,"H13","NONE",0,"13","SM_WADEABLE","YES-SUFFICIENT",0.254,2.968,127.1,0.91,0.121,6.151,8.13,0.83,0,0.0833333333333333,1,0.416666666666667,0.333333333333333,1,1,0.583333333333333,0.989583333333333,10.4300837827557,7,31.689,12.25850357,689.5940828
"NRS_CO-10502","2018",2013394,"NRS18_CO_RF004",1,38.13353,-105.78497,"08/29/2018","2018-19","WMT",17887798,"H13","NONE",0,"13","SM_WADEABLE","YES-SUFFICIENT",0.378,81.517,360.3,0.46,0.314,10.866,8.23,1.37,0,0,1,0.545454545454545,0.818181818181818,0.909090909090909,0.909090909090909,0.727272727272727,1.42159090909091,6.6626904988848,6,35.1495,12.49003284,687.2823049
"NRS_CO-10503","2018",2013382,"NRS18_CO_RF005",1,37.84926,-105.57854,"08/28/2018","2018-19","XER",943010102,"H13","NONE",0,"13","SM_WADEABLE","YES-SUFFICIENT",0.458,7.152,87.9,0.96,0.108,4.449,7.86,0.01,0.363636363636364,0,0.818181818181818,0.636363636363636,0.363636363636364,1,1,0.545454545454545,1.44545454545455,6.34392432235461,7,61.0533,12.67952734,589.0220317
"NRS_CO-10504","2019",2014240,"NRS18_CO_RF006",1,38.669,-106.161,"07/30/2019","2018-19","WMT",918115,"H11","NONE",0,"11","SM_WADEABLE","YES-SUFFICIENT",0.193,23.502,80.39,0.84,0.191,9.008,7.22,0.76,0,0,0.909090909090909,0.181818181818182,0.181818181818182,1,1,0.545454545454545,0.913636363636364,8.24611726190764,6,27.1197,11.7465822,728.7229937
"NRS_CO-10505","2019",2014223,"NRS18_CO_RF007",1,38.67155,-106.16314,"07/29/2019","2018-19","WMT",918071,"H11","NONE",0,"11","SM_WADEABLE","YES-SUFFICIENT",0.244,1.534,30.3,0.85,0.336,8.648,7.41,0.4,0,0.0666666666666667,0.666666666666667,0.333333333333333,0.466666666666667,0.533333333333333,0.933333333333333,0.533333333333333,0.908333333333333,5.88203502348147,7,9.9693,12.79596153,671.1249805
